person_id,name,birth_date,death_date,birth_month,birth_day,death_month,death_day,age_at_death_days,age_at_death_years,gender,occupation,birthday_distance,decade
Q28723992,Arif Dharma,1974-09-09,2020-11-23,9,9,11,23,16877,46.2,,,75,2020.0
Q21662456,Q21662456,1961-12-28,2020-11-23,12,28,11,23,21515,58.9,male,,-35,2020.0
Q109434941,Hasudungan Simanjuntak,1936-05-01,2020-11-24,5,1,11,24,30888,84.6,male,,-158,2020.0
Q19725072,Dadang Wigiarto,1966-12-20,2020-11-26,12,20,11,26,19700,53.9,male,,-24,2020.0
Q104464302,Nur Supriyanto,1965-04-08,2020-11-27,4,8,11,27,20322,55.6,male,,-132,2020.0
Q20426337,A. Edwin Kawilarang,1954-03-20,2020-11-29,3,20,11,29,24361,66.7,male,,-111,2020.0
Q19942870,Dadang Hawari,1940-06-16,2020-12-03,6,16,12,3,29390,80.5,male,,170,2020.0
Q65600672,Muslihan DS,1946-08-04,2020-12-06,8,4,12,6,27153,74.3,male,,124,2020.0
Q103823834,Soedardjat Nataatmadja,1938-06-30,2020-12-06,6,30,12,6,30110,82.4,male,,159,2020.0
Q25468378,Sudjati,1954-03-13,2020-12-08,3,13,12,8,24377,66.7,male,,-95,2020.0
Q107422488,Malkan Amin,1948-08-11,2020-12-09,8,11,12,9,26418,72.3,male,,120,2020.0
Q138716209,H. Dudu D. Machmudin,1951-01-25,2020-12-10,1,25,12,10,25522,69.9,,,-45,2020.0
Q20035628,Iman Budhi Santosa,1948-03-28,2020-12-10,3,28,12,10,26555,72.7,male,,-108,2020.0
Q12501016,Nur Iskandar,1955-07-05,2020-12-13,7,5,12,13,23903,65.4,male,,161,2020.0
Q16179892,Hardisoesilo,1945-06-13,2020-12-14,6,13,12,14,27578,75.5,male,,-181,2020.0
Q16180876,Herman Asaribab,1964-06-10,2020-12-14,6,10,12,14,20641,56.5,male,,-178,2020.0
Q109563702,Andi Muhammad Idris Galigo,1944-07-28,2020-12-17,7,28,12,17,27901,76.4,male,,142,2020.0
Q25468009,Frederik Batti Sorring,1955-05-28,2020-12-21,5,28,12,21,23949,65.6,male,,-158,2020.0
Q107219912,Ida Bagus Tugur,1926-05-29,2020-12-21,5,29,12,21,34540,94.6,male,,-159,2020.0
Q28723922,Sunarpi,1968-03-08,2020-12-24,3,8,12,24,19284,52.8,,,-74,2020.0
Q104522108,Thoriq Husler,1963-04-19,2020-12-24,4,19,12,24,21069,57.7,male,,-116,2020.0
Q25467966,Piet Inkiriwang,1947-03-04,2020-12-25,3,4,12,25,26960,73.8,male,,-69,2020.0
Q12502407,Panangian Siregar,1943-05-23,2020-12-26,5,23,12,26,28342,77.6,male,,-148,2020.0
Q7372538,Roy B.B. Janis,1957-08-22,2020-12-28,8,22,12,28,23139,63.4,male,,128,2020.0
Q25468581,Mubarok,1941-07-18,2020-12-29,7,18,12,29,29019,79.4,,,164,2020.0
Q84592085,Inke Maris,1948-12-07,2020-12-31,12,7,12,31,26322,72.1,female,,24,2020.0
Q49250207,Muladi,1943-05-26,2020-12-31,5,26,12,31,28344,77.6,male,,-146,2020.0
Q7121484,Paatje Phefferkorn,1922-02-26,2021-01-01,2,26,1,1,36104,98.8,male,,-56,2020.0
Q105094689,Ishak Pamumbu Lambe,1946-02-06,2021-01-01,2,6,1,1,27358,74.9,male,,-36,2020.0
Q105100101,Muspandi,1975-04-22,2021-01-01,4,22,1,1,16691,45.7,male,,-111,2020.0
Q18421453,Subiakto Tjakrawerdaya,1944-07-30,2021-01-02,7,30,1,2,27915,76.4,male,,156,2020.0
Q97590799,Bahrum Daido,1964-09-30,2021-01-02,9,30,1,2,20548,56.3,male,,94,2020.0
Q104627897,Alex Asmasoebrata,1951-06-23,2021-01-02,6,23,1,2,25396,69.5,male,,-172,2020.0
Q96989495,Ali Taher,1961-02-09,2021-01-03,2,9,1,3,21878,59.9,male,,-37,2020.0
Q96987964,Bambang Suryadi,1968-10-01,2021-01-04,10,1,1,4,19088,52.3,male,,95,2020.0
Q104673316,Pungky Purnomo Wibowo,1968-03-13,2021-01-05,3,13,1,5,19291,52.8,male,,-67,2020.0
Q105186968,Chacha Sherly,1991-01-23,2021-01-05,1,23,1,5,10940,30.0,female,,-18,2020.0
Q17998043,Beddu Amang,1936-08-07,2021-01-09,8,7,1,9,30836,84.4,male,,155,2020.0
Q109258481,Boy Lestari,1958-05-05,2021-01-09,5,5,1,9,22895,62.7,male,,-116,2020.0
Q104761996,Mulyadi Tamsir,1981-04-08,2021-01-09,4,8,1,9,14521,39.8,male,,-89,2020.0
Q25467239,Idris Zaini,1959-08-23,2021-01-11,8,23,1,11,22422,61.4,,,141,2020.0
Q105435320,Asner Silalahi,1961-07-19,2021-01-14,7,19,1,14,21729,59.5,male,,179,2020.0
Q104816462,Ali Saleh Mohammed Ali Jaber,1976-02-03,2021-01-14,2,3,1,14,16417,44.9,male,,-20,2020.0
Q17410981,Untung Suharsono Radjab,1954-10-08,2021-01-14,10,8,1,14,24205,66.3,male,,98,2020.0
Q12512520,Sajidiman Surjohadiprodjo,1927-09-21,2021-01-16,9,21,1,16,34086,93.3,male,,117,2020.0
Q4262971,Farida Pasha,1952-08-21,2021-01-16,8,21,1,16,24985,68.4,female,,148,2020.0
Q56811394,Mona Lohanda,1947-11-04,2021-01-16,11,4,1,16,26737,73.2,female,,73,2020.0
Q96988673,Gatot Sudjito,1960-10-28,2021-01-18,10,28,1,18,21997,60.2,male,,82,2020.0
Q105122093,Ihwan Datu Adam,1964-10-10,2021-01-25,10,10,1,25,20561,56.3,male,,107,2020.0
Q12471813,Aminuddin Ponulele,1939-07-05,2021-01-27,7,5,1,27,29792,81.6,male,,-159,2020.0
Q12524651,Wismoyo Arismunandar,1940-02-10,2021-01-28,2,10,1,28,29573,81.0,male,,-13,2020.0
Q85952766,I Komang Alit Juliartha,1991-07-15,2021-01-29,7,15,1,29,10791,29.5,male,,-167,2020.0
Q97198219,Ica Naga,1961-03-08,2021-01-29,3,8,1,29,21877,59.9,male,,-38,2020.0
Q19731355,Raizal Rais,1957-06-04,2021-01-30,6,4,1,30,23251,63.7,male,,-125,2020.0
Q19729387,Moses Misdy,1941-12-14,2021-01-31,12,14,1,31,28903,79.1,male,,48,2020.0
Q105162765,Abdul Hamid Mahmud,1942-01-15,2021-01-31,1,15,1,31,28871,79.0,male,,16,2020.0
Q56390262,Aminullah Ibrahim,1937-11-30,2021-02-01,11,30,2,1,30379,83.2,male,,63,2020.0
Q12515951,Soraya Abdullah,1978-08-03,2021-02-01,8,3,2,1,15523,42.5,female,,182,2020.0
Q5452120,Firmanzah,1976-07-07,2021-02-06,7,7,2,6,16285,44.6,male,,-151,2020.0
Q100319946,Louise Elisabeth Coldenhoff,1935-03-22,2021-02-07,3,22,2,7,31369,85.9,female,,-43,2020.0
Q110102914,Marthin Saba,1970-04-04,2021-02-07,4,4,2,7,18572,50.8,male,,-56,2020.0
Q17410852,Yurnalis Ngayoh,1942-08-20,2021-02-08,8,20,2,8,28662,78.5,male,,172,2020.0
Q105422703,Juliadi,1975-07-19,2021-02-09,7,19,2,9,16642,45.6,male,,-160,2020.0
Q105431322,Bukhari Daud,1959-10-25,2021-02-11,10,25,2,11,22390,61.3,male,,109,2020.0
Q120340687,Abdul Karim Ahmad,1937-07-12,2021-02-11,7,12,2,11,30530,83.6,male,,-151,2020.0
Q19731079,Prie GS,1964-02-03,2021-02-12,2,3,2,12,20829,57.0,male,,9,2020.0
Q10860275,Sinyo Harry Sarundajang,1945-01-16,2021-02-13,1,16,2,13,27787,76.1,male,,28,2020.0
Q56393467,Jalaludin Rakhmat,1949-08-29,2021-02-15,8,29,2,15,26103,71.5,male,,170,2020.0
Q97207210,Yusriansyah Syarkawi,1950-07-26,2021-02-16,7,26,2,16,25773,70.6,male,,-160,2020.0
Q18421358,Farouk Muhammad,1949-10-17,2021-02-18,10,17,2,18,26057,71.3,male,,124,2020.0
Q4207794,I Gede Ardhika,1945-02-15,2021-02-19,2,15,2,19,27763,76.0,male,,4,2020.0
Q123049911,Fadlan Maalip,1942-07-05,2021-02-20,7,5,2,20,28720,78.6,male,,-135,2020.0
Q109258990,Elfi Sahlan Ben,1948-10-28,2021-02-24,10,28,2,24,26417,72.3,male,,119,2020.0
Q31173413,Bulantrisna Djelantik,1947-09-08,2021-02-24,9,8,2,24,26833,73.5,female,,169,2020.0
Q17410748,Toto S Moerasad,1957-04-11,2021-02-25,4,11,2,25,23331,63.9,male,,-45,2020.0
Q12484986,Gusti Jamhar Akbar,1942-11-07,2021-02-28,11,7,2,28,28603,78.3,male,,113,2020.0
Q16168267,Artidjo Alkostar,1949-05-22,2021-02-28,5,22,2,28,26215,71.8,male,,-83,2020.0
Q105728351,Taslim Azis,1964-06-23,2021-02-28,6,23,2,28,20704,56.7,male,,-115,2020.0
Q138716207,Artidjo Alkostar,1948-05-22,2021-02-28,5,22,2,28,26580,72.8,,,-83,2020.0
Q109258045,Laurentius Herman Kadir,1941-05-28,2021-03-01,5,28,3,1,29132,79.8,male,,-88,2020.0
Q12508669,Rina Gunawan,1974-06-28,2021-03-02,6,28,3,2,17049,46.7,female,,-118,2020.0
Q16168685,Asmiar Yahya,1944-12-03,2021-03-03,12,3,3,3,27849,76.2,female,,90,2020.0
Q25469512,Kuryana Azis,1951-04-10,2021-03-08,4,10,3,8,25535,69.9,male,,-33,2020.0
Q109258059,M. Husni Djibril,1955-05-06,2021-03-10,5,6,3,10,24050,65.8,male,,-57,2020.0
Q109260534,Suko Kuntjoro,1950-11-19,2021-03-10,11,19,3,10,25679,70.3,,,111,2020.0
Q109259807,Masriadi Martunus,1949-09-13,2021-03-12,9,13,3,12,26113,71.5,male,,180,2020.0
Q114184240,Rinie Yuslina Fairuz Zakaria,1964-07-25,2021-03-14,7,25,3,14,20686,56.6,female,,-133,2020.0
Q4775912,Anton Medan,1957-10-10,2021-03-15,10,10,3,15,23167,63.4,male,,156,2020.0
Q106044474,Samsul Bahri,1968-01-10,2021-03-19,1,10,3,19,19427,53.2,male,,68,2020.0
Q2265768,Muchtar Pakpahan,1953-12-21,2021-03-21,12,21,3,21,24562,67.2,male,,90,2020.0
Q7844247,Trisutji Kamal,1936-11-28,2021-03-21,11,28,3,21,30794,84.3,female,,113,2020.0
Q12474901,Basrief Arief,1947-01-23,2021-03-23,1,23,3,23,27088,74.2,male,,59,2020.0
Q85988469,Adnan Ganto,1947-02-04,2021-03-23,2,4,3,23,27076,74.1,male,,47,2020.0
Q85991079,Farid Husain,1950-03-09,2021-03-23,3,9,3,23,25947,71.0,male,,14,2020.0
Q106436356,Ogi Fajar Nuzuli,1966-12-29,2021-03-24,12,29,3,24,19809,54.2,male,,85,2020.0
Q12507725,Rais Abin,1926-08-15,2021-03-25,8,15,3,25,34556,94.6,male,,-143,2020.0
Q12518364,Syarwan Hamid,1943-11-10,2021-03-25,11,10,3,25,28260,77.4,male,,135,2020.0
Q4784694,Arbi Sanit,1939-06-04,2021-03-25,6,4,3,25,29880,81.8,male,,-71,2020.0
Q17411654,Wawan Wanisar,1949-12-13,2021-03-29,12,13,3,29,26039,71.3,male,,106,2020.0
Q16179435,Hadiwinoto,1948-08-09,2021-03-31,8,9,3,31,26532,72.6,male,,-131,2020.0
Q16163616,Adolf Kabo,1960-03-03,2021-04-04,3,3,4,4,22312,61.1,male,,32,2020.0
Q31726896,Daniel Dhakidae,1945-08-22,2021-04-06,8,22,4,6,27621,75.6,male,,-138,2020.0
Q62985376,Uci Turtusi,1964-10-12,2021-04-06,10,12,4,6,20630,56.5,male,,176,2020.0
Q56416940,Deno Kamelus,1959-08-02,2021-04-06,8,2,4,6,22528,61.7,male,,-118,2020.0
Q3745178,Umbu Landu Paranggi,1943-08-10,2021-04-06,8,10,4,6,28364,77.7,male,,-126,2020.0
Q12496129,Mahyuddin N.S,1947-09-14,2021-04-08,9,14,4,8,26870,73.6,male,,-159,2020.0
Q7377960,Lia Eden,1947-08-21,2021-04-09,8,21,4,9,26895,73.6,female,,-134,2020.0
Q109260540,Hartini Chairuddin,1990-02-02,2021-04-09,2,2,4,9,11389,31.2,,,66,2020.0
Q60562575,Alberth Papilaya,1967-09-15,2021-04-18,9,15,4,18,19574,53.6,male,,-150,2020.0
Q97680557,Adiguna Sutowo,1958-05-31,2021-04-18,5,31,4,18,22968,62.9,male,,-43,2020.0
Q131929365,Leo Soputan,1976-04-18,2021-04-19,4,18,4,19,16437,45.0,,,1,2020.0
Q39161255,Listianto Raharjo,1967-09-02,2021-04-20,9,2,4,20,19589,53.6,male,,-135,2020.0
Q3699164,Radhar Panca Dahana,1965-03-26,2021-04-22,3,26,4,22,20481,56.1,male,,27,2020.0
Q106634879,Harry Setyawan,1975-10-18,2021-04-25,10,18,4,25,16626,45.5,male,,-176,2020.0
Q106803649,Wikan Satriati,1975-06-23,2021-04-25,6,23,4,25,16743,45.8,female,,-59,2020.0
Q117422098,I Gusti Putu Danny Nugraha Karya,1969-12-07,2021-04-25,12,7,4,25,18767,51.4,male,,139,2020.0
Q56416503,Agus Sunyoto,1959-08-21,2021-04-27,8,21,4,27,22530,61.7,male,,-116,2020.0
Q28723811,Sabran Achmad,1930-12-31,2021-04-27,12,31,4,27,32990,90.3,male,,117,2020.0
Q25464672,Untung Wahono,1959-11-17,2021-04-27,11,17,4,27,22442,61.4,,,161,2020.0
Q106648138,Amris,1957-12-29,2021-04-29,12,29,4,29,23132,63.3,male,,121,2020.0
Q18421379,Osaka Sembiring Meliala,1953-03-07,2021-05-05,3,7,5,5,24896,68.2,male,,59,2020.0
Q135646240,Diah Mardisi,1957-04-20,2021-05-06,4,20,5,6,23392,64.0,female,,16,2020.0
Q12509233,S.A.E. Nababan,1933-05-24,2021-05-08,5,24,5,8,32126,88.0,male,,-16,2020.0
Q16176530,Fadeli,1955-07-16,2021-05-08,7,16,5,8,24038,65.8,male,,-69,2020.0
Q85994920,Tengku Zulkarnain,1963-08-14,2021-05-10,8,14,5,10,21089,57.7,male,,-96,2020.0
Q97455336,Bang Sapri,1972-03-10,2021-05-10,3,10,5,10,17958,49.2,male,,61,2020.0
Q109259002,Sanusi Baco,1937-04-04,2021-05-15,4,4,5,15,30722,84.1,,,41,2020.0
Q109563835,Amri Darwis,1947-04-20,2021-05-15,4,20,5,15,27054,74.1,male,,25,2020.0
Q12511361,Sa'duddin,1961-06-02,2021-05-16,6,2,5,16,21898,60.0,male,,-17,2020.0
Q19743933,Teguh Esha,1947-05-08,2021-05-17,5,8,5,17,27038,74.0,male,,9,2020.0
Q12524555,Wimar Witoelar,1945-07-14,2021-05-19,7,14,5,19,27703,75.8,male,,-56,2020.0
Q12524623,Wiranto Arismunandar,1933-11-19,2021-05-19,11,19,5,19,31958,87.5,male,,181,2020.0
Q12491855,Klemen Tinal,1970-08-23,2021-05-21,8,23,5,21,18534,50.7,male,,-94,2020.0
Q106986620,Mardjono Reksodiputro,1937-03-13,2021-05-21,3,13,5,21,30750,84.2,male,,69,2020.0
Q12518353,Syamsudin Mahmud,1934-04-24,2021-05-22,4,24,5,22,31805,87.1,male,,28,2020.0
Q109258851,Wahono Sumaryono,1954-01-21,2021-05-25,1,21,5,25,24596,67.3,,,124,2020.0
Q114554103,Ferdy Nico Yohannes Piay,1973-10-29,2021-05-25,10,29,5,25,17375,47.6,male,,-157,2020.0
Q19724294,Bayu Purwiyono,1959-09-16,2021-05-26,9,16,5,26,22533,61.7,male,,-113,2020.0
Q107046297,P. W. T. Simanjuntak,1935-07-16,2021-05-30,7,16,5,30,31365,85.9,male,,-47,2020.0
Q12476308,Bingky Irawan,1952-02-07,2021-05-31,2,7,5,31,25316,69.3,male,,113,2020.0
Q4200159,Mochtar Kusumaatmadja,1929-04-17,2021-06-06,4,17,6,6,33653,92.1,male,,50,2020.0
Q31173410,Jumari HS,1965-11-24,2021-06-10,11,24,6,10,20287,55.5,,,-167,2020.0
Q7812944,Toeti Heraty,1933-11-27,2021-06-13,11,27,6,13,31975,87.5,female,,-167,2020.0
Q558761,Markis Kido,1984-08-11,2021-06-14,8,11,6,14,13456,36.8,male,,-58,2020.0
Q25463188,Neta S. Pane,1964-08-18,2021-06-16,8,18,6,16,20756,56.8,male,,-63,2020.0
Q12474888,Basir Barthos,1940-05-12,2021-06-17,5,12,6,17,29621,81.1,male,,36,2020.0
Q25470831,Fuad Alkhar,1959-01-10,2021-06-18,1,10,6,18,22805,62.4,male,,159,2020.0
Q12471444,Alex Hesegem,1975-07-14,2021-06-20,7,14,6,20,16778,45.9,male,,-24,2020.0
Q15138882,Sori Siregar,1939-11-12,2021-06-21,11,12,6,21,29807,81.6,male,,-144,2020.0
Q31173690,Muhayat,1951-04-27,2021-06-22,4,27,6,22,25624,70.2,,,56,2020.0
Q109259028,Steven Nugraha,1975-01-03,2021-06-22,1,3,6,22,16972,46.5,male,,170,2020.0
Q25463883,Edy Oglek,1966-07-14,2021-06-28,7,14,6,28,20073,55.0,male,,-16,2020.0
Q113486949,Eman Sulaeman,1937-03-27,2021-06-28,3,27,6,28,30774,84.3,male,,93,2020.0
Q12472429,Aria Baron,1970-01-16,2021-06-29,1,16,6,29,18792,51.4,male,,164,2020.0
Q56043291,Ramlan Hutahaean,1955-09-07,2021-06-29,9,7,6,29,24037,65.8,male,,-70,2020.0
Q56399650,Widodo Eko Prihastopo,1963-01-31,2021-06-30,1,31,6,30,21335,58.4,,,150,2020.0
Q25469906,Conny R. Semiawan,1930-11-06,2021-07-01,11,6,7,1,33110,90.7,,,-128,2020.0
Q107581777,Enny Sri Hartati,1971-07-27,2021-07-01,7,27,7,1,18237,49.9,female,,-26,2020.0
Q107583322,Arief Harsono,1984-07-18,2021-07-02,7,18,7,2,13498,37.0,male,,-16,2020.0
Q12475779,Benny Mustafa,1939-09-22,2021-07-02,9,22,7,2,29869,81.8,male,,-82,2020.0
Q14917380,Manteb Soedharsono,1948-08-31,2021-07-02,8,31,7,2,26603,72.8,male,,-60,2020.0
Q96989513,John Siffy Mirin,1978-09-30,2021-07-03,9,30,7,3,15617,42.8,male,,-89,2020.0
Q107584187,Nurul Almy Hafild,1958-04-03,2021-07-03,4,3,7,3,23102,63.2,female,,91,2020.0
Q12507600,Rachmawati Sukarnoputri,1950-09-27,2021-07-03,9,27,7,3,25847,70.8,female,,-86,2020.0
Q2092123,Harmoko,1939-02-07,2021-07-04,2,7,7,4,30098,82.4,male,,147,2020.0
Q12487277,Jane Shalimar,1980-06-02,2021-07-04,6,2,7,4,15007,41.1,female,,32,2020.0
Q49254213,Adang Sudrajat,1962-10-23,2021-07-04,10,23,7,4,21439,58.7,male,,-111,2020.0
Q16170494,Beben Jazz,1967-02-02,2021-07-05,2,2,7,5,19877,54.4,male,,153,2020.0
Q16181578,Daday Hudaya,1961-02-22,2021-07-05,2,22,7,5,22048,60.4,female,,133,2020.0
Q12499301,Muchtar Adam,1939-09-10,2021-07-06,9,10,7,6,29885,81.8,male,,-66,2020.0
Q20278329,Abdul Hadi Djamal,1957-11-18,2021-07-06,11,18,7,6,23241,63.6,male,,-135,2020.0
Q26236936,Budi Heryadi,1959-11-06,2021-07-09,11,6,7,9,22526,61.7,male,,-120,2020.0
Q107488620,Eka Supria Atmaja,1973-02-09,2021-07-11,2,9,7,11,17684,48.4,male,,152,2020.0
Q25464898,Mien Brodjo,1937-03-08,2021-07-12,3,8,7,12,30807,84.3,female,,126,2020.0
Q25468237,Satono,1953-07-08,2021-07-12,7,8,7,12,24841,68.0,male,,4,2020.0
Q17410772,Muhammad Basyir Ahmad Syawie,1953-07-24,2021-07-13,7,24,7,13,24826,68.0,male,,-11,2020.0
Q109260262,Johanes Haribowo,1943-07-20,2021-07-13,7,20,7,13,28483,78.0,male,,-7,2020.0
Q116485602,Yusuf Affandi Mochtar,1955-01-21,2021-07-14,1,21,7,14,24281,66.5,male,,174,2020.0
Q19944192,Sarum,1961-06-12,2021-07-14,6,12,7,14,21947,60.1,,,32,2020.0
Q17411404,Soegiharto,1955-04-29,2021-07-15,4,29,7,15,24184,66.2,male,,77,2020.0
Q115599122,Ery Sudewo,1967-09-11,2021-07-15,9,11,7,15,19666,53.8,male,,-58,2020.0
Q5474050,Enny Haryono,1954-11-10,2021-07-16,11,10,7,16,24355,66.7,female,,-117,2020.0
Q107563913,Eliaser Yentji Sunur,1963-03-27,2021-07-17,3,27,7,17,21297,58.3,male,,112,2020.0
Q109259058,Muhammad Idris S,1954-07-12,2021-07-18,7,12,7,18,24478,67.0,male,,6,2020.0
Q85993045,Muslihan Sulchan,1950-08-28,2021-07-20,8,28,7,20,25894,70.9,male,,-39,2020.0
Q130757948,Matlim Alang,1942-06-13,2021-07-21,6,13,7,21,28893,79.1,male,,38,2020.0
Q17411772,Zuber Safawi,1962-08-05,2021-07-22,8,5,7,22,21536,59.0,male,,-14,2020.0
Q5110647,Christianto Wibisono,1945-04-10,2021-07-22,4,10,7,22,27862,76.3,male,,103,2020.0
Q96988315,Jimmy Demianus Ijie,1968-03-21,2021-07-23,3,21,7,23,19482,53.3,male,,124,2020.0
Q109258827,Elieser Gerson,1937-11-17,2021-07-23,11,17,7,23,30564,83.7,male,,-117,2020.0
Q108902859,Yusuf Melianus Maryen,1956-05-25,2021-07-23,5,25,7,23,23800,65.2,male,,59,2020.0
Q97587236,Huzaemah Tahido Yanggo,1946-12-30,2021-07-23,12,30,7,23,27234,74.6,female,,-160,2020.0
Q17410657,Sukirno KS,1954-06-11,2021-07-25,6,11,7,25,24516,67.1,male,,44,2020.0
Q107645871,Hasip Kalimuddin Syam,1939-10-12,2021-07-25,10,12,7,25,29872,81.8,male,,-79,2020.0
Q25468366,Khalilurrahman,1945-12-10,2021-07-25,12,10,7,25,27621,75.6,male,,-138,2020.0
Q115941279,Bachtiar,1930-08-18,2021-07-27,8,18,7,27,33216,90.9,,,-22,2020.0
Q85986562,Yohannes Dahlan,1950-08-17,2021-07-28,8,17,7,28,25913,70.9,male,,-20,2020.0
Q85991914,John Sadrak Karamoy,1936-10-05,2021-07-28,10,5,7,28,30977,84.8,male,,-69,2020.0
Q13091577,Andre Manika,1962-11-02,2021-07-29,11,2,7,29,21454,58.7,male,,-96,2020.0
Q12523542,Urip Arphan,1947-03-13,2021-07-29,3,13,7,29,27167,74.4,male,,138,2020.0
Q49251803,Arie Zakaria,1963-05-17,2021-07-29,5,17,7,29,21258,58.2,,,73,2020.0
Q17410537,Fransiskus Xaverius Hendrawinata,1949-07-22,2021-07-31,7,22,7,31,26307,72.0,male,,9,2020.0
Q112896829,Hendrikus Frengky Saunoah,1977-06-21,2021-07-31,6,21,7,31,16111,44.1,male,,40,2020.0
Q13092770,Diah Hadaning,1940-05-04,2021-08-01,5,4,8,1,29674,81.2,female,,89,2020.0
Q107745940,Yasin Payapo,1956-05-03,2021-08-01,5,3,8,1,23831,65.2,male,,90,2020.0
Q12512106,Santosa Doellah,1941-12-07,2021-08-02,12,7,8,2,29093,79.7,male,,-127,2020.0
Q13097203,Soerjadi Soedirdja,1938-10-11,2021-08-03,10,11,8,3,30247,82.8,male,,-69,2020.0
Q57171092,Saggaf bin Muhammad Aljufri,1937-08-17,2021-08-03,8,17,8,3,30667,84.0,male,,-14,2020.0
Q12473146,Bachtiar Djafar,1939-07-27,2021-08-03,7,27,8,3,29958,82.0,male,,7,2020.0
Q125923741,Gusli Topan Sabara,1968-07-06,2021-08-05,7,6,8,5,19388,53.1,,,30,2020.0
Q17505980,Muhammad Amin,1960-07-05,2021-08-06,7,5,8,6,22312,61.1,male,,32,2020.0
Q113495761,Tigor Silaban,1953-04-01,2021-08-06,4,1,8,6,24964,68.3,male,,127,2020.0
Q4700831,Akhudiat,1946-05-05,2021-08-07,5,5,8,7,27488,75.3,male,,94,2020.0
Q129946852,Edi Anjas,1957-01-08,2021-08-07,1,8,8,7,23587,64.6,,,-154,2020.0
Q12490813,Ken Zuraida,1954-05-15,2021-08-09,5,15,8,9,24558,67.2,female,,86,2020.0
Q114553932,Riaz Januar Putra Saehu,1968-01-06,2021-08-11,1,6,8,11,19576,53.6,male,,-148,2020.0
Q123056545,Muhammad Ridwan Baseri,1965-01-07,2021-08-11,1,7,8,11,20670,56.6,male,,-149,2020.0
Q20895386,Tugimin,1961-01-14,2021-08-12,1,14,8,12,22125,60.6,male,,-155,2020.0
Q3335337,Mangkunegara IX,1951-08-18,2021-08-13,8,18,8,13,25563,70.0,male,,-5,2020.0
Q25463256,Yulizar Dinoto,1956-07-30,2021-08-13,7,30,8,13,23755,65.0,male,,14,2020.0
Q12498706,Mochtar Naim,1932-12-25,2021-08-15,12,25,8,15,32375,88.6,male,,-132,2020.0
Q108203510,Abdullah Mokoginta,1935-05-05,2021-08-16,5,5,8,16,31515,86.3,male,,103,2020.0
Q65213344,Andi Darussalam Tabusalla,1950-08-25,2021-08-16,8,25,8,16,25924,71.0,male,,-9,2020.0
Q115774156,Syamsidar,1962-07-23,2021-08-16,7,23,8,16,21574,59.1,female,,24,2020.0
Q27734171,Muhammad Alim,1945-04-21,2021-08-18,4,21,8,18,27878,76.3,male,,119,2020.0
Q56399371,Percha Leanpuri,1986-06-24,2021-08-19,6,24,8,19,12840,35.2,female,,56,2020.0
Q968182,Budi Darma,1937-04-25,2021-08-21,4,25,8,21,30799,84.3,male,,118,2020.0
Q12482403,Elly Kasim,1944-09-27,2021-08-25,9,27,8,25,28091,76.9,female,,-33,2020.0
Q109258857,Achmad Maschut,1940-02-15,2021-08-25,2,15,8,25,29777,81.5,male,,-174,2020.0
Q17410837,Nasrul Abit,1954-12-24,2021-08-28,12,24,8,28,24354,66.7,male,,-118,2020.0
Q5744927,Heru Nerly,1980-09-24,2021-08-31,9,24,8,31,14951,40.9,male,,-24,2020.0
Q7436102,Siddiq Fadzil,1947-01-04,2021-08-31,1,4,8,31,27268,74.7,male,,-126,2020.0
Q109440034,Nuke Maya Saphira,1949-02-28,2021-09-02,2,28,9,2,26484,72.5,,,-179,2020.0
Q21505593,Max Michael Josephus van Balgooy,1932-08-14,2021-09-03,8,14,9,3,32527,89.1,male,,20,2020.0
Q108667298,Aries Tanto,1975-03-26,2021-09-03,3,26,9,3,16963,46.4,male,,161,2020.0
Q97590604,Awang Ferdian Hidayat,1975-04-03,2021-09-05,4,3,9,5,16957,46.4,male,,155,2020.0
Q17410574,Koes Hendratmo,1943-02-09,2021-09-07,2,9,9,7,28700,78.6,male,,-155,2020.0
Q25462169,Djazuli Kuris,1950-08-20,2021-09-08,8,20,9,8,25952,71.1,male,,19,2020.0
Q12471814,Aminuzal Amin,1938-04-23,2021-09-10,4,23,9,10,30456,83.4,male,,140,2020.0
Q109258870,Gusdi Sastra,1964-08-18,2021-09-12,8,18,9,12,20844,57.1,male,,25,2020.0
Q19725425,Djohari Kahar,1931-11-11,2021-09-12,11,11,9,12,32813,89.8,male,,-60,2020.0
Q109448580,H.Sjech Ahmadin,1943-08-24,2021-09-14,8,24,9,14,28511,78.1,male,,21,2020.0
Q109258886,Banta Puteh Syam,1957-05-20,2021-09-16,5,20,9,16,23495,64.3,,,119,2020.0
Q28485059,Ali Kalora,1981-05-30,2021-09-18,5,30,9,18,14721,40.3,male,,111,2020.0
Q19747592,JE Sahetapy,1932-06-06,2021-09-21,6,6,9,21,32614,89.3,male,,107,2020.0
Q61119098,Adjeng Ratna Suminar,1961-11-02,2021-09-21,11,2,9,21,21873,59.9,female,,-42,2020.0
Q26236927,Andy Carol,1958-03-10,2021-09-28,3,10,9,28,23213,63.6,male,,-163,2020.0
Q49255409,Sabam Sirait,1936-10-13,2021-09-29,10,13,9,29,31032,85.0,male,,-14,2020.0
Q65205184,Afifi Fauzi Abbas,1956-09-06,2021-09-30,9,6,9,30,23765,65.1,male,,24,2020.0
